German (de);Positive;Negative;Zorn;Erwartung;Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen;
unwichtig;0;1;0;0;0;0;0;1;0;0;
unwiderlegbar;1;0;0;0;0;0;0;0;0;1;
unwiderruflich;0;1;0;0;0;0;0;0;0;0;
unwillig;0;1;1;0;0;0;0;0;0;0;
Unwilligkeit;0;1;0;0;0;0;0;0;0;0;
unwillkommen;0;1;0;0;0;0;0;1;0;0;
unwirksam;0;1;0;0;0;0;0;0;0;0;
unwirksam;0;1;0;0;1;0;0;0;0;0;
unwirksam;0;1;1;0;0;0;0;0;0;0;
unwirtlich;0;1;0;0;0;0;0;1;0;0;
unwissend;0;1;0;0;0;0;0;0;0;0;
Unwohlsein;0;1;0;0;0;0;0;1;0;0;
unwürdig;0;1;0;0;1;0;0;0;0;0;
unzeitgemäß;0;1;0;0;0;0;0;0;0;0;
unzerbrechlich;1;0;0;0;0;0;0;0;0;0;
unzerstörbar;1;0;0;0;0;0;0;0;0;1;
Unzucht;0;1;0;0;0;0;0;0;0;0;
unzufrieden;0;1;0;0;0;0;0;0;0;0;
unzufrieden;0;1;1;0;1;0;0;1;0;0;
unzufrieden;0;1;1;0;1;1;0;1;0;0;
Unzufriedenheit;0;1;0;0;0;0;0;0;0;0;
Unzufriedenheit;0;1;1;0;1;1;0;1;0;0;
Unzulänglichkeit;0;1;0;0;0;0;0;0;0;0;
unzulässig;0;1;1;0;1;0;0;0;0;0;
unzureichend;0;1;0;0;0;0;0;0;0;0;
unzureichend;0;1;0;0;0;0;0;1;0;0;
unzuverlässig;0;1;0;0;0;0;0;0;0;1;
unzweifelhaft;0;0;0;1;1;0;0;0;0;0;
üppig;1;0;0;0;0;0;0;0;0;0;
üppig;1;0;0;1;0;0;1;0;0;0;
üppig;1;0;0;1;0;0;1;0;0;0;
üppig;0;1;0;0;1;0;0;1;0;0;
urig;1;0;0;0;0;0;1;0;0;1;
Urlaub;1;0;0;1;0;0;1;0;0;0;
Urne;0;0;0;0;0;0;0;1;0;0;
Urteil;0;0;0;0;0;1;0;0;0;0;
usurpieren;0;1;1;0;0;0;0;0;0;0;
usurpiert;0;1;1;0;0;1;0;0;0;0;
utopisch;1;0;0;1;0;0;1;0;0;1;
vage;0;1;0;0;0;0;0;0;0;0;
Vagheit;0;1;0;0;0;0;0;0;0;0;
Vakanz;0;1;0;0;0;0;0;0;0;0;
Vampir;0;1;1;0;1;1;0;0;0;0;
Variable;0;0;0;0;0;0;0;0;1;0;
Vater;0;0;0;0;0;0;0;0;0;1;
veer;0;0;0;0;0;1;0;0;1;0;
vegetativ;0;1;0;0;1;0;0;1;0;0;
vehement;0;1;1;0;0;1;0;0;0;0;
Vendetta;0;1;1;0;0;1;0;1;0;0;
verabscheuen;0;1;1;0;1;0;0;0;0;0;
verabscheuen;0;1;1;0;1;0;0;0;0;0;
verabscheuen;0;1;1;0;1;1;0;0;0;0;
Verabscheuungswürdig;0;1;1;0;1;0;0;0;0;0;
verachten;0;1;1;0;1;0;0;0;0;0;
verächtlich;0;1;1;0;0;0;0;0;0;0;
verächtlich;0;1;1;0;1;0;0;0;0;0;
verächtlich;0;1;1;0;1;0;0;1;0;0;
Verachtung;0;1;1;0;0;0;0;0;0;0;
Verachtung;0;1;1;0;1;0;0;0;0;0;
Verachtung;0;1;1;0;1;1;0;0;0;0;
veraltet;0;1;0;0;0;0;0;0;0;0;
veränderbar;0;0;0;1;0;0;0;0;1;0;
veränderlich;1;0;0;1;0;0;0;0;0;0;
Veränderung;0;0;0;0;0;1;0;0;0;0;
veranschaulichen;1;0;0;0;0;0;0;0;0;0;
verantwortlich;0;0;0;0;0;0;0;0;0;1;
verantwortlich;1;0;0;0;0;0;0;0;0;1;
verantwortlich;1;0;0;0;0;0;0;0;0;1;
verärgert;0;1;1;0;0;0;0;1;0;0;
verärgert;0;1;1;0;1;0;0;1;0;0;
veräussert;0;1;0;0;0;0;0;0;0;0;
Veräußerung;0;1;0;0;0;0;0;0;0;0;
Verband;0;0;0;0;0;0;0;0;0;1;
verbannen;0;1;1;0;1;1;0;1;0;0;
verbannt;0;1;1;0;0;1;0;1;0;0;
Verbannung;0;1;1;0;1;0;0;1;0;0;
verbergen;0;0;0;0;0;1;0;0;0;0;
verbergen;0;1;0;0;0;0;0;1;0;0;
verbessern;1;0;0;0;0;0;0;0;0;0;
verbessern;1;0;0;0;0;0;0;0;0;0;
verbessern;1;0;0;1;0;0;1;0;0;1;
verbessert;1;0;0;0;0;0;0;0;0;0;
Verbesserung;1;0;0;0;0;0;0;0;0;0;
Verbesserung;1;0;0;0;0;0;0;0;0;0;
Verbesserung;1;0;0;0;0;0;1;0;0;1;
verbieten;0;1;0;0;0;0;0;0;0;0;
verbieten;0;1;0;0;0;0;0;1;0;0;
verbieten;0;1;1;0;0;1;0;0;0;0;
verbindend;0;0;0;0;0;0;0;0;0;1;
verbindlich;1;0;1;1;1;1;1;0;1;1;
verbissen;1;0;0;0;0;0;0;0;0;0;
verblassen;0;1;0;0;0;0;0;0;0;0;
verblendet;0;1;0;0;0;0;0;0;0;0;
verborgen;0;1;0;1;0;1;0;0;1;0;
Verbot;0;1;0;0;0;0;0;0;0;0;
Verbot;0;1;0;0;0;0;0;0;0;0;
Verbot;0;1;0;0;0;0;0;0;0;0;
verboten;0;1;1;0;1;1;0;0;0;0;
verbrannt;0;1;0;0;1;0;0;0;0;0;
Verbrauchssteuer;0;1;0;0;0;0;0;0;0;0;
verbraucht;0;1;0;0;0;0;0;0;0;0;
Verbrechen;0;1;0;0;0;0;0;0;0;0;
verbreiten;1;0;0;0;0;0;0;0;0;0;
verbreitet;1;0;0;0;0;0;0;0;0;0;
Verbrennung;0;1;0;0;0;0;0;0;0;0;
verbunden;0;0;0;0;0;0;0;0;0;1;
verbündet;1;0;0;0;0;0;0;0;0;1;
verbündet;1;0;0;0;0;0;0;0;0;1;
Verbündete;1;0;0;0;0;0;0;0;0;1;
verbürgen;1;0;0;0;0;0;0;0;0;1;
Verdacht;0;1;0;0;0;1;0;0;0;0;
verdächtig;0;1;1;1;0;0;0;0;0;0;
Verdammnis;0;1;1;0;0;1;0;1;0;0;
verdammt;0;1;0;0;0;0;0;0;0;0;
verdammt;0;1;1;0;1;0;0;0;0;0;
verderben;0;1;0;0;0;0;0;1;0;0;
Verderben;0;1;1;0;1;1;0;1;0;0;
verderblich;0;1;0;0;0;0;0;0;0;0;
verderblich;0;1;0;0;1;1;0;0;0;0;
verderblich;0;1;0;0;0;1;0;1;0;0;
verderblich;0;1;1;0;0;1;0;1;0;0;
Verderbtheit;0;1;1;0;1;0;0;0;0;0;
verdienen;1;0;0;0;0;0;0;0;0;0;
verdienen;1;0;0;0;0;0;0;0;0;1;
verdienen;1;0;1;1;0;0;0;0;0;1;
verdienstvoll;1;0;0;0;0;0;1;0;0;1;
verdient;1;0;0;0;0;0;0;0;0;0;
verdorben;0;1;0;0;1;0;0;1;0;0;
verdorben;0;1;1;1;1;1;0;1;0;0;
verdorren;0;1;0;0;0;0;0;1;0;0;
verdrängen;0;1;0;0;0;0;0;0;0;0;
verdrängen;0;1;1;0;0;0;0;1;0;0;
verdunkeln;0;1;0;0;0;1;0;1;0;0;
verdunkelt;0;1;0;0;0;1;0;1;0;0;
verdünnen;0;1;0;0;0;0;0;0;0;0;
verehren;1;0;0;1;0;0;1;0;0;1;
verehren;1;0;0;1;0;0;1;0;0;1;
Verehrung;1;0;0;0;0;0;0;0;0;0;
vereinfachen;1;0;0;1;0;0;1;0;1;1;
vereinigt;1;0;0;0;0;0;0;0;0;1;
Vereinigung;1;0;0;1;0;0;1;0;0;1;
vereiteln;0;1;0;0;0;0;0;0;1;0;
vereiteln;0;1;1;0;1;0;0;1;0;0;
vereitelt;0;1;0;0;0;0;0;0;0;0;
verewigen;0;0;0;1;0;0;0;0;0;0;
Verewigung;0;1;0;0;0;0;0;0;0;0;
Verfahren;1;0;0;0;0;1;0;0;0;0;
verfallen;0;1;0;0;0;0;0;0;0;0;
verfallen;0;1;0;0;0;0;0;1;0;0;
verfallen;0;1;0;0;1;0;0;1;0;0;
verfälschen;0;1;0;0;1;0;0;0;0;0;
verfälscht;0;1;0;0;0;0;0;0;0;0;
verfärbt;0;1;0;0;1;0;0;1;0;0;
Verfärbung;0;1;0;0;1;0;0;0;0;0;
verfassungswidrig;0;1;0;0;0;0;0;0;0;0;
verfeinern;1;0;0;0;0;0;0;0;0;0;
verflucht;0;1;1;0;0;1;0;1;0;0;
verflucht;0;1;1;0;0;1;0;1;0;0;
verfolgen;0;1;0;0;0;1;0;0;0;0;
verfolgen;0;1;1;0;0;1;0;0;0;0;
Verfolgung;0;1;1;0;1;1;0;1;0;0;
Verfolgungsjagd;0;1;0;0;0;0;0;0;0;0;
verformen;0;1;0;0;1;0;0;0;0;0;
verfrüht;0;0;0;0;0;0;0;0;1;0;
Verfügung;0;1;0;0;0;0;0;0;0;0;
verführen;0;1;0;0;0;0;0;0;0;0;
verführerisch;0;0;0;1;0;0;0;0;0;0;
Verführung;0;1;0;0;0;0;0;0;0;0;
Vergänglichkeit;0;0;0;0;0;0;0;1;1;0;
vergeben;1;0;0;0;0;0;0;0;0;0;
vergeben;1;0;0;1;0;0;1;0;1;1;
vergeblich;0;1;0;0;1;0;0;1;0;0;
Vergeltung;0;1;1;0;0;0;0;0;0;0;
Vergeltung;0;1;1;0;0;1;0;0;0;0;
Vergeltung;0;1;1;0;0;1;0;1;0;0;
vergessen;0;1;0;0;0;0;0;0;0;0;
Vergessene;0;1;0;0;0;1;0;1;0;0;
Vergessenheit;0;1;1;0;0;1;0;0;0;0;
vergewaltigen;0;1;1;0;1;1;0;1;0;0;
vergiftet;0;1;1;0;1;1;0;1;0;0;
Vergiftung;0;1;0;0;1;0;0;0;0;0;
verhandeln;1;0;0;0;0;0;0;0;0;1;
Verhängung;0;1;0;0;0;0;0;0;0;0;
verheddert;0;1;0;0;0;0;0;0;0;0;
verheerend;0;1;1;0;1;1;0;1;0;1;
verheißungsvoll;1;0;0;1;0;0;1;0;0;0;
verherrlichen;1;0;0;1;0;0;1;0;1;1;
Verherrlichung;1;0;0;0;0;0;1;0;0;0;
verhindern;0;0;0;0;0;1;0;0;0;0;
Verhör;0;0;0;0;0;1;0;0;0;0;
verhungernd;0;1;0;0;0;0;0;0;0;0;
verhungert;0;1;0;0;0;0;0;0;0;0;
Verhütung;1;0;0;1;0;0;0;0;0;0;
verifiziert;1;0;0;0;0;0;0;0;0;1;
verirrt;0;1;0;0;0;0;0;0;0;0;
veritable;1;0;0;0;0;0;0;0;0;0;
verjüngen;1;0;0;0;0;0;0;0;0;0;
verjüngt;1;0;0;0;0;0;0;0;0;0;
Verkehr;1;0;0;0;0;0;0;0;0;0;
verklagen;0;1;1;0;0;0;0;1;0;0;
verknotet;0;1;0;0;0;0;0;0;0;0;
verkrüppelt;0;1;0;0;0;0;0;1;0;0;
verkümmert;0;1;0;0;0;0;0;0;0;0;
Verlangen;0;0;0;1;0;0;0;0;0;0;
Verlangen;0;0;0;1;0;0;0;0;0;0;
verlängern;0;1;0;0;1;0;0;0;0;0;
verlassen;0;1;0;0;0;0;0;0;0;0;
verlassen;0;1;0;0;0;0;0;1;1;0;
verlassen;0;1;0;0;0;1;0;1;0;0;
verlegen;0;1;1;0;1;0;0;0;0;0;
Verlegenheit;0;1;0;0;0;1;0;1;1;0;
verlegt;0;1;0;0;0;0;0;0;0;0;
verletzen;0;1;1;0;0;1;0;1;0;0;
verletzend;0;1;1;0;1;1;0;1;0;0;
Verletzlichkeit;0;1;0;0;0;1;0;1;0;0;
verletzt;0;1;0;0;0;1;0;1;0;0;
verletzt;0;1;1;0;0;1;0;1;0;0;
Verletzung;0;1;0;0;0;0;0;0;0;0;
Verletzung;0;1;1;0;0;1;0;1;0;0;
verleumden;0;1;1;0;1;0;0;0;0;0;
verleumderisch;0;1;0;0;0;0;0;0;0;0;
verleumderisch;0;1;1;0;0;0;0;0;0;0;
verleumdet;0;1;1;0;0;0;0;0;0;0;
Verleumdung;0;1;1;0;1;0;0;0;0;0;
Verleumdung;0;1;1;0;0;1;0;0;0;1;
verlieren;0;1;1;0;0;0;0;1;0;0;
verlieren;0;1;1;0;1;1;0;1;1;0;
Verlies;0;1;0;0;0;1;0;0;0;0;
verlobt;1;0;0;1;0;0;1;0;0;1;
verlobt;1;0;0;1;0;0;1;0;0;1;
verlockend;1;0;0;0;0;0;0;0;0;0;
verlockend;1;1;0;1;0;0;1;0;1;0;
verlosen;0;0;0;1;0;0;0;0;1;0;
Verlust;0;1;1;0;0;1;0;1;0;0;
Vermächtnis;0;0;0;0;0;0;0;0;0;1;
vermehren;1;0;0;0;0;0;0;0;0;0;
vermeiden;0;1;0;0;0;1;0;0;0;0;
vermeiden;0;1;1;0;0;0;0;1;0;0;
vermeidend;0;0;0;0;0;1;0;0;0;0;
Vermeidung;0;1;0;0;0;1;0;0;0;0;
vermeintlich;0;0;0;0;0;0;0;0;0;1;
Vermessung;1;0;0;0;0;0;0;0;0;0;
vermitteln;1;0;0;0;0;0;0;0;0;1;
vermitteln;1;0;0;1;0;0;0;0;0;1;
Vermittler;1;0;0;1;0;0;0;0;0;1;
Vermittlung;1;0;0;0;0;0;0;0;0;0;
Vermögen;1;0;0;1;0;0;1;0;1;1;
Vermögenswerte;1;0;0;0;0;0;0;0;0;0;
vermuten;0;0;0;0;0;0;0;0;1;0;
vermuten;0;1;0;0;0;1;0;0;0;0;
Vermutung;0;0;0;0;0;0;0;0;0;1;
Vermutung;0;0;0;1;0;0;0;0;0;0;
Vermutung;1;0;0;0;0;0;0;0;0;0;
vernachlässigen;0;1;0;0;0;0;0;0;0;0;
vernachlässigt;0;1;1;0;1;0;0;1;0;0;
Vernachlässigung;0;1;0;0;0;0;0;0;0;0;
vernichten;0;1;0;0;0;1;0;1;0;0;
vernichten;0;1;1;0;0;1;0;0;0;0;
vernichtet;0;1;1;0;0;1;0;1;0;0;
Vernichtung;0;1;1;0;0;1;0;0;0;0;
Vernichtung;0;1;1;0;0;1;0;1;0;0;
vernünftig;1;0;0;0;0;0;0;0;0;0;
vernünftig;1;0;0;0;0;0;0;0;0;1;
Verordnung;0;0;0;0;0;0;0;0;0;1;
Verordnung;0;0;0;0;0;0;0;0;0;1;
verpflichten;0;1;0;0;0;0;0;0;0;1;
verpflichtend;0;1;0;0;0;0;0;0;0;0;
verpflichtet;0;1;0;0;0;0;0;0;0;0;
Verrat;0;1;1;0;1;0;0;1;0;0;
Verrat;0;1;1;0;1;1;0;0;1;0;
Verrat;0;1;1;0;0;1;0;1;1;0;
verraten;0;1;1;0;1;0;0;1;1;0;
Verräter;0;1;1;0;1;1;0;1;0;0;
verringern;0;1;0;0;0;0;0;0;0;0;
verringern;0;1;0;0;0;0;0;1;0;0;
verringern;0;1;0;1;0;0;0;0;0;0;
verrotten;0;1;0;0;1;1;0;1;0;0;
verrottet;0;1;0;0;1;0;0;0;0;0;
verrückt;0;1;1;0;0;1;0;0;0;0;
verrückt;0;1;0;0;1;1;0;0;1;0;
verrückt;0;1;1;0;0;1;0;1;0;0;
Verrückter;0;1;0;0;0;1;0;0;0;0;
Verrückter;0;1;1;0;0;1;0;0;0;0;
Versagen;0;1;1;1;0;1;0;1;0;0;
Versammlung;1;0;0;0;0;0;0;0;0;1;
verschärfen;0;1;0;0;0;0;0;0;0;0;
verschärft;0;1;1;0;0;0;0;0;0;0;
verschenken;1;0;0;0;0;0;0;0;0;0;
Verschiebung;0;1;0;0;0;0;0;0;1;0;
verschlechtern;0;1;0;0;0;1;0;1;0;0;
verschlechtert;0;1;0;0;1;0;0;1;0;0;
Verschlechterung;0;1;0;0;1;0;0;1;0;0;
Verschlechterung;0;1;1;0;1;1;0;1;0;0;
verschlimmernd;0;1;1;0;0;0;0;1;0;0;
Verschlimmerung;0;1;1;0;1;0;0;0;0;0;
verschlingen;0;0;0;1;0;0;0;0;0;0;
verschlingen;0;1;0;0;0;0;0;0;0;0;
verschmelzen;0;0;0;0;0;0;0;0;0;1;
verschmelzen;1;0;0;1;0;0;0;0;0;0;
Verschmelzung;1;0;0;0;0;0;0;0;0;0;
verschmieren;0;1;0;0;0;0;0;0;0;0;
verschmutzen;0;1;0;0;1;0;0;0;0;0;
verschmutzt;0;1;0;0;1;0;0;0;0;0;
Verschmutzung;0;1;0;0;1;0;0;0;0;0;
verschönern;1;0;0;0;0;0;1;0;0;0;
Verschönerung;1;0;0;0;0;0;1;0;0;1;
verschroben;0;1;1;0;0;0;0;0;0;0;
verschwenderisch;1;0;0;0;0;0;0;0;0;0;
verschwenderisch;1;1;0;0;0;0;0;0;0;0;
verschwenderisch;0;1;1;0;1;0;0;1;0;0;
verschwendet;0;1;1;0;1;0;0;0;0;0;
Verschwendung;0;1;0;0;1;1;0;1;0;0;
verschwinden;0;0;0;0;0;0;0;0;1;0;
verschwinden;0;0;0;0;0;1;0;0;0;0;
verschwommen;0;1;0;0;0;0;0;0;0;0;
verschwören sich;0;1;0;0;0;1;0;0;0;0;
Verschwörer;0;1;1;1;1;1;0;0;0;0;
Verschwörung;0;0;0;0;0;1;0;0;0;0;
Verschwunden;0;1;0;0;0;0;0;0;0;0;
verschwunden;0;1;0;0;0;1;0;1;1;0;
versehentlich;0;1;0;0;0;1;0;0;1;0;
versetzt;0;0;1;0;0;1;0;1;0;0;
versichern;0;0;0;0;0;0;0;0;0;1;
versichern;1;0;0;0;0;0;0;0;0;1;
versicherte;1;0;0;0;0;0;0;0;0;1;
versklaven;0;1;0;0;0;0;0;0;0;0;
versklavt;0;1;1;0;1;1;0;1;0;0;
Versklavung;0;1;0;0;0;0;0;0;0;0;
versohlen;0;1;1;0;0;1;0;1;0;0;
versohlt;0;0;1;0;0;0;0;0;0;0;
versöhnlich;1;0;0;0;0;0;0;0;0;1;
Versöhnung;1;0;0;1;0;0;1;0;0;1;
verspätet;0;1;0;0;0;0;0;0;0;0;
verspätet;0;1;0;0;0;0;0;0;0;0;
Verspätung;0;1;0;0;0;0;0;0;0;0;
Verspätung;0;1;0;0;0;0;0;0;0;0;
Verspottung;0;1;1;0;1;0;0;1;0;0;
Versprechen;1;0;0;0;0;0;1;0;0;1;
versprechen;1;0;0;0;0;0;1;0;0;1;
Verstand;1;0;0;0;0;0;0;0;0;0;
Verstärkung;0;0;0;0;0;0;0;0;0;1;
Verstärkung;1;0;0;0;0;0;0;0;0;1;
Verstauchung;0;1;0;0;0;0;0;1;0;0;
verstecken;0;0;0;0;0;1;0;0;0;0;
Verstecken;0;1;1;1;0;1;0;0;0;0;
versteckt;0;1;0;0;0;0;0;0;0;0;
Verstehen;1;0;0;0;0;0;0;0;0;1;
Versteigerung;0;0;0;1;0;0;0;0;0;0;
verstellen;0;1;0;0;0;0;0;0;0;0;
verstohlen;0;0;0;0;0;0;0;0;1;0;
verstohlen;0;1;0;1;0;1;0;0;1;0;
Verstopfung;0;1;0;0;1;0;0;0;0;0;
verstorben;0;1;0;0;0;0;0;1;0;0;
Verstorbene;0;1;0;0;0;0;0;1;0;0;
verstört;0;1;0;0;0;0;0;1;0;0;
Verstoß;0;1;1;0;0;1;0;1;1;0;
verstoßen;0;1;0;0;0;0;0;0;0;0;
verstrickt;0;1;1;0;1;1;0;1;0;0;
Verstrickung;0;1;0;0;0;0;0;0;0;0;
verstümmeln;0;1;1;0;1;1;0;1;0;0;
verstümmelt;0;1;0;0;1;0;0;0;0;0;
Verstümmelung;0;1;1;0;1;1;0;1;0;0;
Versuch;0;0;0;1;0;0;0;0;0;0;
Versuchung;0;1;0;0;0;0;0;0;0;0;
verteidigen;1;0;0;0;0;1;0;0;0;0;
verteidigend;1;0;0;0;0;0;0;0;0;0;
Verteidiger;1;0;0;0;0;0;0;0;0;1;
verteidigt;1;0;0;0;0;0;0;0;0;1;
Verteidigung;1;0;1;1;0;1;0;0;0;0;
Vertrag;0;1;1;0;0;0;0;0;0;0;
Vertrag abgeschlossen;0;1;0;0;0;0;0;0;0;0;
vertrauen;0;0;0;0;0;0;0;0;0;1;
Vertrauen;0;0;0;0;0;0;0;0;0;1;
Vertrauen;1;0;0;0;0;0;0;0;0;1;
Vertrauen;1;0;0;0;0;1;1;0;0;1;
vertrauenswürdig;1;0;0;0;0;0;0;0;0;0;
vertraulich;1;0;0;0;0;0;0;0;0;1;
vertraut;1;0;0;0;0;0;0;0;0;0;
Vertrautheit;1;0;0;1;0;0;1;0;0;1;
vertreiben;0;1;0;0;0;0;0;1;0;0;
vertreiben;0;1;1;0;1;1;0;1;0;0;
Vertreibung;0;1;1;0;1;1;0;1;0;0;
Vertreibung;0;1;1;0;1;1;0;1;0;0;
verunglimpfen;0;1;1;0;1;0;0;1;0;0;
verunreinigen;0;1;0;0;1;0;0;0;0;0;
Verunreinigung;0;1;0;0;1;0;0;0;0;0;
verunsichert;0;1;1;0;1;1;0;0;0;0;
verurteilen;0;1;1;0;0;0;0;0;0;0;
verurteilt;0;1;0;0;0;1;0;1;0;0;
Verurteilung;0;1;1;1;1;1;0;1;0;0;
Verve;1;0;0;0;0;0;0;0;0;0;
vervollständigen;1;0;0;1;0;0;1;0;0;0;
verwalten;1;0;0;0;0;0;0;0;0;1;
Verwalter;0;0;0;0;0;0;0;0;0;1;
Verwandtschaft;1;0;0;1;0;0;1;0;0;1;
verwechseln;0;1;0;0;0;0;0;0;0;0;
verwechseln;0;1;0;0;0;0;0;0;0;0;
Verwechslung;0;1;1;0;0;1;0;0;0;0;
verweigern;0;1;1;0;0;0;0;0;0;0;
verweigert;0;1;0;0;0;0;0;1;0;0;
verweigert;0;1;0;0;0;0;0;1;0;0;
Verweigerung;0;1;0;0;0;0;0;0;0;0;
verweilen;0;0;0;1;0;0;0;0;0;0;
verweilen;0;1;0;0;0;0;0;0;0;0;
Verweis;0;1;1;0;0;0;0;0;0;0;
verwelkt;0;1;0;0;1;0;0;0;0;0;
verwickelt;0;1;0;0;0;0;0;0;0;0;
verwirkt;0;1;0;0;0;0;0;0;0;0;
Verwirkung;0;1;0;0;0;1;0;1;0;0;
verwirrt;0;1;0;0;0;0;0;0;0;0;
verwirrt;0;1;0;0;0;1;0;0;1;0;
Verwirrung;0;0;0;0;0;1;0;0;1;0;
Verwirrung;0;1;0;0;0;0;0;1;0;0;
verwischen;0;1;0;0;0;0;0;0;0;0;
verwöhnen;0;1;0;0;1;0;0;0;0;0;
verwurzelt;1;0;0;0;0;0;0;0;0;1;
verwüsten;0;1;1;0;0;1;0;1;0;0;
Verwüstung;0;1;0;0;0;1;0;1;0;0;
Verwüstung;0;1;1;0;0;1;0;0;0;0;
Verwüstung;0;1;1;0;0;1;0;1;1;0;
verzaubern;1;0;0;1;0;0;1;0;1;0;
verzaubert;1;0;0;0;0;0;1;0;0;1;
verzeihen;1;0;0;0;0;0;0;0;0;0;
verzerrt;0;1;0;0;1;0;0;0;0;0;
verzerrt;0;1;1;1;0;0;0;0;0;0;
Verzerrung;0;1;0;0;0;0;0;0;0;0;
Verzicht;0;1;0;0;0;0;0;0;0;0;
verzichten;0;1;0;0;0;0;0;0;0;0;
verzichten;0;1;0;0;0;0;0;0;0;0;
verzichten;0;1;1;0;0;0;0;0;0;0;
verziert;1;0;0;0;0;0;0;0;0;0;
verzogen;0;1;0;0;0;0;0;0;0;0;
verzögern;0;1;0;0;1;1;0;1;0;0;
verzögern;0;1;1;0;1;1;0;1;0;0;
Verzögerung;0;1;0;0;0;0;0;0;0;0;
Verzögerung;0;1;0;0;0;0;0;0;0;0;
verzückt;1;0;0;0;0;0;1;0;1;1;
Verzug;0;1;0;0;0;0;0;0;0;0;
verzweifelt;0;1;0;0;0;0;0;0;0;0;
verzweifelt;0;1;0;0;0;1;0;1;0;0;
Verzweiflung;0;1;1;0;1;0;0;0;0;0;
Verzweiflung;0;1;1;0;1;1;0;1;0;0;
vesikulär;0;0;0;0;1;0;0;0;0;0;
Veteran;1;0;0;0;0;0;0;0;0;1;
Vetternwirtschaft;0;1;1;0;1;0;0;1;0;0;
vielfältig;1;1;0;0;0;0;0;0;0;0;
vielleicht;0;0;0;0;0;0;0;0;1;0;
vielversprechend;1;0;0;0;0;0;0;0;0;0;
Viper;0;1;0;0;0;1;0;0;0;0;
Virulenz;0;1;1;0;0;1;0;0;0;0;
Virus;0;1;0;0;0;0;0;0;0;0;
Visier;0;0;0;1;0;0;0;0;1;0;
Vision;1;0;0;1;0;0;0;0;0;0;
visionär;1;0;0;1;0;0;1;0;0;1;
Vitalität;1;0;0;0;0;0;1;0;0;1;
Vlies;0;1;1;0;1;0;0;1;0;0;
Vogelscheuche;1;1;0;0;0;1;0;0;0;0;
Volatilität;0;1;1;1;0;1;0;0;1;0;
voll;1;0;0;0;0;0;0;0;0;0;
Vollblut;1;0;0;0;0;0;0;0;0;0;
vollendet;1;0;0;0;0;0;0;0;0;0;
Völlerei;0;1;0;0;1;0;0;0;0;0;
völlig;1;0;0;0;0;0;0;0;0;1;
vollständig;1;0;0;0;0;0;0;0;0;0;
Vollständigkeit;1;0;0;0;0;0;0;0;0;0;
Voodoo;0;1;0;0;0;0;0;0;0;0;
Vorarbeiter;1;0;0;0;0;0;0;0;0;0;
voraus;1;0;0;0;0;0;0;0;0;0;
Voraus;1;0;0;1;0;1;1;0;1;0;
vorausgehen;1;0;0;0;0;0;0;0;0;0;
vorausschauend;0;0;0;1;0;0;0;0;0;0;
vorausschauend;1;0;0;1;0;0;0;0;0;0;
voraussehen;1;0;0;1;0;0;0;0;1;1;
Voraussetzung;0;0;0;1;0;0;0;0;0;0;
Voraussicht;1;0;0;1;0;0;0;0;0;1;
Vorbehalt;0;0;0;0;0;0;0;0;0;1;
vorbereitend;0;0;0;1;0;0;0;0;0;0;
Vorbereitung;0;0;0;1;0;0;0;0;0;0;
Vorbote;0;1;1;1;0;1;0;0;0;0;
Vordergrund;1;0;0;0;0;0;0;0;0;0;
voreingenommen;0;1;0;0;0;0;0;0;0;0;
voreingenommen;0;1;0;0;1;1;0;0;0;0;
Vorfahren;1;0;0;0;0;0;1;0;0;1;
Vorfall;0;0;0;0;0;0;0;0;1;0;
Vorführung;1;1;0;0;0;0;0;0;0;0;
vorgesehen;1;0;0;1;0;0;0;0;0;0;
vorgetäuscht;0;1;0;0;0;0;0;0;0;0;
vorgewarnt;0;1;0;1;0;1;0;0;0;0;
Vorherrschaft;1;1;1;1;0;1;1;0;1;1;
vorherrschend;1;0;0;0;0;0;0;0;0;1;
vorhersagen;0;0;0;1;0;0;0;0;0;0;
Vorhut;1;0;0;0;0;0;0;0;0;0;
Vorladung;0;1;0;0;0;0;0;0;0;0;
Vorläufer;0;0;0;1;0;0;0;0;0;0;
Vorläufer;1;0;0;0;0;0;0;0;0;0;
vorläufig;0;0;0;1;0;0;0;0;0;0;
Vorliebe;1;0;0;0;0;0;0;0;0;0;
Vorliebe;1;0;0;1;0;0;0;0;0;0;
Vormundschaft;1;0;0;0;0;0;0;0;0;1;
Vormundschaft;1;0;0;0;0;0;0;0;0;1;
vornehm;1;0;0;0;0;0;0;0;0;0;
Vorposten;0;0;0;0;0;1;0;0;0;0;
Vorrang;1;0;0;0;0;0;0;0;0;1;
Vorsätze;0;1;0;0;0;0;0;0;0;0;
vorsätzlich;0;1;0;0;0;1;0;0;0;0;
Vorschlag;1;0;0;0;0;0;0;0;0;0;
vorschlagen;0;0;0;0;0;0;0;0;0;1;
Vorschrift;0;1;0;0;0;0;0;0;0;0;
Vorsicht;0;0;0;0;0;1;0;0;0;0;
Vorsicht;0;1;1;1;0;1;0;0;0;0;
Vorsichtig;1;0;0;0;0;0;0;0;0;0;
vorsichtig;1;0;0;0;0;1;0;0;0;0;
Vorsitzende;1;0;0;0;0;0;0;0;0;1;
